manufacturer,customer,shippedTo,shippedToState,shippedDate,custMeterNo,mfgSerialNumber,amrSerialnumber,kH,numDials,form,base,class,detentMode,KM,KMh,edgeSerialNumber
,,,,,00AA0157,11141463,11141463,,,,,,,,
,,,,,00AA08B2,11143346,11143346,,,,,,,,
,,,,,400A2A26,1074407974,1074407974,,,,,,,,
,,,,,400A2A20,1074407968,1074407968,,,,,,,,
,,,,,00AA08B0,11143344,11143344,,,,,,,,
,,,,,00AA08AA,11143338,11143338,,,,,,,,
,,,,,00AA08AE,11143342,11143342,,,,,,,,
,,,,,00AA0149,11141449,11141449,,,,,,,,
,,,,,00AA0143,11141443,11141443,,,,,,,,
,,,,,00AA014F,11141455,11141455,,,,,,,,
,,,,,00AA0200,11141632,11141632,,,,,,,,
,,,,,00AA00FD,11141373,11141373,,,,,,,,
,,,,,00AA0206,11141638,11141638,,,,,,,,
,,,,,00AA01A9,11141545,11141545,,,,,,,,
,,,,,00AA08B6,11143350,11143350,,,,,,,,
,,,,,00AA014D,11141453,11141453,,,,,,,,
,,,,,00AA011F,11141407,11141407,,,,,,,,
,,,,,00AA0121,11141409,11141409,,,,,,,,
,,,,,400A2A46,1074408006,1074408006,,,,,,,,
,,,,,400A2A4A,1074408010,1074408010,,,,,,,,
,,,,,400A2A1E,1074407966,1074407966,,,,,,,,
,,,,,400A2A2C,1074407980,1074407980,,,,,,,,
,,,,,400A2A22,1074407970,1074407970,,,,,,,,
,,,,,400A2A12,1074407954,1074407954,,,,,,,,
,,,,,400A2A1A,1074407962,1074407962,,,,,,,,
,,,,,400A2A54,1074408020,1074408020,,,,,,,,
,,,,,00AA015B,11141467,11141467,,,,,,,,
,,,,,00AA00E5,11141349,11141349,,,,,,,,
,,,,,00AA024A,11141706,11141706,,,,,,,,
,,,,,400A2A3A,1074407994,1074407994,,,,,,,,
,,,,,00AA00EB,11141355,11141355,,,,,,,,
,,,,,00AA01E1,11141601,11141601,,,,,,,,
,,,,,00AA01E3,11141603,11141603,,,,,,,,
,,,,,00AA01E5,11141605,11141605,,,,,,,,
,,,,,00AA01F1,11141617,11141617,,,,,,,,
,,,,,00AA01F3,11141619,11141619,,,,,,,,
,,,,,400A29E4,1074407908,1074407908,,,,,,,,
,,,,,400A29E2,1074407906,1074407906,,,,,,,,
,,,,,400A29EA,1074407914,1074407914,,,,,,,,
,,,,,400A29DE,1074407902,1074407902,,,,,,,,
,,,,,400A29D8,1074407896,1074407896,,,,,,,,
,,,,,00AA08AC,11143340,11143340,,,,,,,,
,,,,,00AA012B,11141419,11141419,,,,,,,,
,,,,,00AA0139,11141433,11141433,,,,,,,,
,,,,,00AA01FC,11141628,11141628,,,,,,,,
,,,,,400A2A2E,1074407982,1074407982,,,,,,,,
,,,,,400A2A36,1074407990,1074407990,,,,,,,,
,,,,,400A2A38,1074407992,1074407992,,,,,,,,
,,,,,00AA00E7,11141351,11141351,,,,,,,,
,,,,,00AA0105,11141381,11141381,,,,,,,,
,,,,,00AA0160,11141472,11141472,,,,,,,,
,,,,,00AA01A7,11141543,11141543,,,,,,,,
,,,,,00AA0119,11141401,11141401,,,,,,,,
,,,,,00AA011D,11141405,11141405,,,,,,,,
,,,,,00AA01A0,11141536,11141536,,,,,,,,
,,,,,00AA01A2,11141538,11141538,,,,,,,,
,,,,,00AA01C6,11141574,11141574,,,,,,,,
,,,,,400A2A48,1074408008,1074408008,,,,,,,,
,,,,,00AA01FE,11141630,11141630,,,,,,,,
,,,,,00AA01F7,11141623,11141623,,,,,,,,
,,,,,00AA00DB,11141339,11141339,,,,,,,,
,,,,,00AA0250,11141712,11141712,,,,,,,,
,,,,,00AA01F9,11141625,11141625,,,,,,,,
,,,,,00AA00D1,11141329,11141329,,,,,,,,
,,,,,00AA0129,11141417,11141417,,,,,,,,
,,,,,400A29F0,1074407920,1074407920,,,,,,,,
,,,,,400A2A34,1074407988,1074407988,,,,,,,,
,,,,,400A2A32,1074407986,1074407986,,,,,,,,
,,,,,400A2A0C,1074407948,1074407948,,,,,,,,
,,,,,00AA01D5,11141589,11141589,,,,,,,,
,,,,,00AA0107,11141383,11141383,,,,,,,,
,,,,,00AA01F5,11141621,11141621,,,,,,,,
,,,,,00AA0232,11141682,11141682,,,,,,,,
,,,,,00AA023E,11141694,11141694,,,,,,,,
,,,,,00AA00E3,11141347,11141347,,,,,,,,
,,,,,400A2A1C,1074407964,1074407964,,,,,,,,
,,,,,00AA023A,11141690,11141690,,,,,,,,
,,,,,00AA0238,11141688,11141688,,,,,,,,
,,,,,00AA00E9,11141353,11141353,,,,,,,,
,,,,,400A2A02,1074407938,1074407938,,,,,,,,
,,,,,400A2A52,1074408018,1074408018,,,,,,,,
,,,,,400A29D4,1074407892,1074407892,,,,,,,,
,,,,,400A2A24,1074407972,1074407972,,,,,,,,
,,,,,400A29E0,1074407904,1074407904,,,,,,,,
,,,,,00AA0204,11141636,11141636,,,,,,,,
,,,,,00AA00CF,11141327,11141327,,,,,,,,
,,,,,00AA0087,11141255,11141255,,,,,,,,
,,,,,400A29D2,1074407890,1074407890,,,,,,,,
,,,,,00AA00B1,11141297,11141297,,,,,,,,
,,,,,00AA007D,11141245,11141245,,,,,,,,
,,,,,00AA021C,11141660,11141660,,,,,,,,
,,,,,00AA0147,11141447,11141447,,,,,,,,
,,,,,00AA0153,11141459,11141459,,,,,,,,
,,,,,00AA014B,11141451,11141451,,,,,,,,
,,,,,00AA0145,11141445,11141445,,,,,,,,
,,,,,00AA01EF,11141615,11141615,,,,,,,,
,,,,,400A29F2,1074407922,1074407922,,,,,,,,
,,,,,400A29F4,1074407924,1074407924,,,,,,,,
,,,,,00AA0208,11141640,11141640,,,,,,,,
,,,,,00AA00CB,11141323,11141323,,,,,,,,
,,,,,00AA020C,11141644,11141644,,,,,,,,
,,,,,00AA0141,11141441,11141441,,,,,,,,
,,,,,00AA0151,11141457,11141457,,,,,,,,
,,,,,00AA00C9,11141321,11141321,,,,,,,,
,,,,,00AA0228,11141672,11141672,,,,,,,,
,,,,,00AA010F,11141391,11141391,,,,,,,,
,,,,,400A2A3C,1074407996,1074407996,,,,,,,,
,,,,,400A29FA,1074407930,1074407930,,,,,,,,
,,,,,400A29F6,1074407926,1074407926,,,,,,,,
,,,,,400A2A50,1074408016,1074408016,,,,,,,,
,,,,,400A2A4E,1074408014,1074408014,,,,,,,,
,,,,,00AA0224,11141668,11141668,,,,,,,,
,,,,,00AA001B,11141147,11141147,,,,,,,,
