manufacturer,customer,shippedTo,shippedToState,shippedDate,custMeterNo,mfgSerialNumber,amrSerialnumber,kH,numDials,form,base,class,detentMode,KM,KMh,edgeSerialNumber
,,,,,400C6400,1074553856,1074553856,,,,,,,,
,,,,,400C8401,1074562049,1074562049,,,,,,,,
,,,,,400A6401,1074422785,1074422785,,,,,,,,
